shot_id,label_frame,shot_frame,frame_diff,side,true_stroke,true_class_id,predicted_class_id,predicted_confidence,is_rule_based,logits,label_status,source
,408,354,54,near,drop,19,13,0.5404812396744403,False,"[-1.2369265030053178, 0.16001966136392343, -1.9443409202082527, -0.3143446773115905, 1.0840834385304874, -0.21736552640201884, -0.8489125725031839, -0.6109518249756699, -0.933904620729122, 1.0339537659668099, 0.5157846503617207, -1.034119580321296, 1.1744054885999375, 3.73248365244166, -3.486808931066296, 0.2821963216485285, 1.0929776960342628, -0.3219322755446212, 0.15813850492251813, -1.1444114585954337, 0.38234473475669467, 1.4791627889541363, 1.8786357676293786, -1.5550231864684851, -0.2012756008296402]",labeled,manual
,425,464,39,far,net_shot,1,9,0.4141668369922618,False,"[2.7234732438895186, -1.593571756902373, 0.3942767026440727, -1.4619877666060241, -1.0805629485697323, -1.2819975845456346, 0.659159505724813, -0.48883734543389135, -0.27340773018423065, 3.332888225653089, -0.41284278103094896, -0.9604869823980171, -0.18940451420386484, 0.1370498808313998, -0.5990993134515497, -0.4595695648966528, 0.3516977363556128, -0.848879893075444, 0.05189245075000226, -1.0962534090119986, 0.021534454910503265, 2.1328750615981793, -0.7267233098242347, -1.332862131857279, -0.09146489087633208]",labeled,manual
,457,464,7,near,lift,16,9,0.4141668369922618,False,"[2.7234732438895186, -1.593571756902373, 0.3942767026440727, -1.4619877666060241, -1.0805629485697323, -1.2819975845456346, 0.659159505724813, -0.48883734543389135, -0.27340773018423065, 3.332888225653089, -0.41284278103094896, -0.9604869823980171, -0.18940451420386484, 0.1370498808313998, -0.5990993134515497, -0.4595695648966528, 0.3516977363556128, -0.848879893075444, 0.05189245075000226, -1.0962534090119986, 0.021534454910503265, 2.1328750615981793, -0.7267233098242347, -1.332862131857279, -0.09146489087633208]",labeled,manual
,495,480,15,far,cross_court,10,9,0.28114537335821027,False,"[-1.4775765607979814, -1.028944586339629, -0.3917906043513191, 2.5824334293778626, 0.3172698623090213, -0.7431428663373216, 0.08630090391626496, -0.2240267833001023, 0.7906746539252665, 2.6665850678466927, -0.31465634771567186, -0.9427956085729439, -0.2786924806936567, -1.0206290213178006, 0.29456844405958926, -0.24517058475596676, 0.7535808020561438, 0.229473333109401, 0.012592396438249942, -0.9196335216600089, 0.10588514888142192, 0.864066219892857, 0.9409849380757744, -0.6340467860931189, -0.464838995376149]",labeled,manual
,522,517,5,near,net_shot,13,0,0.34101575818271346,True,"[2.661520652947136, 0.43601789611276376, 0.3361678364293205, 1.0436294943268982, -0.5504893356413418, -0.026714109623454385, 0.9850800279377951, -0.25370056827133947, 1.4293456348555948, -0.015997787377916683, -0.0301839120028575, -0.32207510285852736, -0.5213450459345167, -1.524647447259268, 0.6376676209432868, -0.40318237884623775, -0.43896464171712585, -0.8791132762541549, -0.5389414814113289, -0.2028305669862418, -1.2862013160302774, -1.9551384681793476, -1.2240431273672645, 0.5535789797073571, 0.5543796878666489]",labeled,manual
,548,548,0,far,lift,4,0,0.7263410572065393,True,"[4.122153454003044, -0.4115084157616259, -0.009671753404892736, -0.5541356533591064, -0.6571314924807126, -0.7537478439450487, 0.04936637914171357, -0.3312439759499436, 0.418284681715336, 1.1361475983642708, -0.4972421235678752, -1.7678121071386177, -0.12678658641417673, -1.0898923603604642, -1.2420264832513543, -0.08490978820903072, -0.057229436066796265, -0.9807756736387985, -0.6207737711070687, -0.017479552848973734, -0.10430105319763577, 0.8050755029586529, -0.964795109102494, 0.8946024844413965, 0.479769752582988]",labeled,manual
,595,590,5,near,clear,17,9,0.7321277289436343,False,"[1.3844947149130782, -1.3731282697350147, -0.18059608912304764, 0.328700753691384, -0.7921584838480527, -0.4715271227002366, -0.9121091123820291, 0.3483599583380813, -0.5516565767151449, 4.224407772161879, -0.8106230206130107, -1.4176004868078071, 0.020511421789329742, 0.167885717957178, -0.5660918108957025, -0.12934517009837398, -0.273909754183938, -0.21260054851672816, 0.27783378094447553, -1.1071466346818595, -0.8991846024110453, 1.4859128957656598, 0.42948902004026723, -0.9656466176742347, -0.27281857911638335]",labeled,manual
,642,640,2,far,clear,5,9,0.3147572311482118,False,"[0.2620574762198409, -2.0288899884850147, 1.2705050947682488, 0.029622045176812828, -1.295668959006744, -0.47977068349125224, 2.023722195982839, -0.32289801437920385, 0.17506935922082917, 2.958305458166517, -0.5435337729094585, -1.02148423009394, -0.1625496415003126, 0.2906039627482089, -0.34207514448334897, -0.38037555559260616, -0.9729712671310206, 0.1654118106255753, 0.20802774161113202, -1.3734156032640128, -0.20241804710174954, 2.757766342726109, -0.06332027561402964, -2.5257593324416905, -0.9698826212077529]",labeled,manual
,689,699,10,near,clear,17,9,0.25879783073297297,False,"[0.8456503679129561, -0.41706154209676993, 0.8280654194371331, -1.0428932040755066, -0.789365112170654, -0.7105276815533861, -0.4425825234652505, -0.5729909976250535, -0.44276669891897186, 2.111631015875257, -1.6022382683394512, -0.6486485939550239, -0.044111397634345795, 0.9128168495585116, -0.2818759433763238, -0.9248034272967077, -0.08809790673558898, -0.8510623767485397, -0.9405185964702278, -0.4719376703340201, 0.4549292744085654, 0.9648548131850934, -0.7203267777655189, 0.17994411978780916, 0.5149151545376389]",labeled,manual
,737,722,15,far,clear,5,8,0.2240222957592349,False,"[1.2806064416739424, -0.1047175870567919, -0.4656807539446724, -0.5563303559843811, 1.6469167477040714, -0.5138485066533311, -0.8645421024561868, -0.08303625781601723, 2.1881523403304484, -0.2730368575073112, -0.11290782757979231, -0.8878363113927681, 0.9592781397000963, -1.792932244927725, -1.06760505361726, 0.12424758927242985, -0.3626107043296594, 0.5379113212714417, -0.7454099443553597, -0.630829467399755, 0.10841371947382533, -1.070425146255138, -0.4596497977469032, 1.4321881601577966, 0.7187926035732835]",labeled,manual
,772,776,4,near,clear,17,0,0.43276357253514536,True,"[2.7923509408804854, -0.7721684919029833, -0.032617217062271886, -0.18705275951068717, -0.38756802617021147, -1.3593830101132616, 0.1655094567536368, -0.8059123595482712, -0.3039779392105673, -0.6970186432815422, 0.20840555361527605, 1.3363431949091118, -0.6674253908499067, -1.248935434014639, 1.2049533970815924, -0.883275559979508, -0.16038375261132903, -0.6332120492567794, -0.3041027572749764, -0.15312679014984654, -1.9049928962304727, 0.18065438326871153, -0.9967631066534584, -0.6975581577056678, -0.5907568473010452]",labeled,manual
,822,812,10,far,cross_court,10,7,0.17041471829623248,False,"[0.02307456034154498, 0.13849141734536874, 0.7429970743672478, 0.8468228250916687, -0.3509880298227841, -0.31442882939579325, -1.27123174631605, 1.7572757164710158, -0.48379299315038665, -1.1772513588882316, -0.579705447637852, 1.2199740070772331, -0.7934025195940321, -1.0772946802686063, -1.3804759137170526, -0.04645069583041439, 0.11236486670667939, -0.40989669109485316, -0.46549020081745685, 0.5656417990487428, -0.20784123531128323, -0.20763268414461855, -0.1101803744528358, 0.2489791283374994, 1.619838820061168]",labeled,manual
,853,859,6,near,net_shot,13,21,0.3520849062793715,False,"[2.0707656671378096, -1.4373150811821582, 1.3358257057683098, 0.04707160295803231, -0.7188577049822384, -0.015364133560679727, 0.296029770731832, 0.6096169809573287, -0.8696801391464803, 0.9412122765564095, -1.1931396431563457, -0.8689442616033394, -0.17111137188513925, -0.19248006025060094, -0.7046405426995965, -0.6820254240809179, -0.7159299916297693, -1.7181912257780807, -0.7117290285228401, -0.6391154666978507, -0.7244467913224832, 2.770462132063267, 0.08762881510519338, -0.22558801677167722, 0.24034905548997804]",labeled,manual
,902,920,18,far,long_serve,12,19,0.2852099655230441,False,"[2.1240207483145674, -1.0316329942375781, -0.5058167932017219, -1.105643305164984, 0.5890493399053043, -0.3221888773083909, -0.8079004045725808, -0.09072016079491432, -2.1702458587509725, -2.763355394265734, 0.03971496156472368, -0.48953232579706496, 1.5615222784177476, -0.5619273511479703, 0.895217622087696, 0.8633272732915186, -1.3775902456313867, 1.1111836538205369, -0.7117671754954964, 2.575773582832179, -0.5455740272119181, -0.7111073369118, -0.29156708366609263, -0.4137649765247137, 0.13843622919031068]",labeled,manual
,948,946,2,near,smash,15,0,0.31840039190174024,True,"[2.5565306474539717, -1.5738934026390674, 0.9760616066472161, -0.20099047122638541, -0.7581328147501523, -0.35375192090275126, 1.3512172940968528, 0.48351733486586757, -0.3425115671974753, 0.13210997972718586, -1.2235456413863262, -1.3354311924505073, -0.8426550892694776, -0.09642175117238438, -0.03330809397866455, -0.3055766139803625, -0.5502741998702784, -1.1785562827696578, -1.1688887861369759, -0.09248097143951939, -0.9280956565454141, 2.0275894170669293, -0.048885937998062845, -1.219166152738932, -0.7648193973689468]",labeled,manual
,964,958,6,far,block,2,4,0.5553055593252048,False,"[-0.41723615628748334, -0.8431757436424853, -1.5526817796213996, -0.873783501965216, 3.8693186050801702, 2.3208005197405592, -0.7479494568110452, -0.41406761009758764, 0.7674128088134196, -1.5228236516929496, 0.6998917155625264, -0.4121952992009956, -0.8863609103067701, -1.0636025396893827, 1.3283991463644294, 0.32509199635403385, 1.321097069355796, -0.981383760224797, 0.6204926285148948, 0.46651350058730556, 0.8190777123854025, -1.7927981549831653, 0.361804011991256, -0.12714182641446897, 0.7118168931812852]",labeled,manual
,985,997,12,near,net_shot,13,0,0.2994688654207795,True,"[2.5782028962943038, -2.5866225705773, 0.5612570288197625, 0.5271774500783173, 0.8896641141324466, 1.5888856418490187, 1.046408200621511, -0.6959145506150132, -1.2096249786240194, -1.0138296684242118, -0.9455481476424297, -0.7048700790929634, -0.43814937449534586, -1.0973964659283963, -0.47396299762894833, -0.010045877533981895, 0.6090891891449194, -0.6515677764525192, -0.8467860010265023, -0.47410918675247715, 0.3624931693956717, 0.9832309251693463, 0.9543504750039513, -0.04635729696691343, 0.3413436573357193]",labeled,manual
,1013,1014,1,far,lift,4,4,0.23002225231136175,False,"[-0.7632675836709062, -0.6423520789772631, -1.6883387324793708, -0.2793377965513976, 1.8916653400807804, 0.9240366883635298, -0.7989645954371438, -0.6908362944847947, -1.3574154106003378, -0.29402556028135907, -0.43831864067297777, -0.12529835515497512, 0.09934541903893301, 0.08485129198328578, -1.1873387448327752, 0.15529986576454868, -0.10951156082456298, 0.11215190147259069, -0.9862845924495369, 0.583856777326426, 0.20547511884425723, -0.4647335046860004, -0.7774666512701576, 1.2243828842407434, -0.36231087032846526]",labeled,manual
,1071,1065,6,near,smash,15,21,0.2674311028384016,False,"[0.9191042711111983, 0.26200595038827645, 0.37469377541705245, -0.8188426822249206, -1.607987999305206, -0.9777689211011156, 1.198298716902639, -0.43016199667519384, 0.31888249246057526, 1.122879842855848, -0.37917241522055467, -0.3030715327787239, -0.8201469448908155, 0.2799922498156222, -0.20842639131715027, -0.955032995778153, -0.6955756014854212, -0.8289516761412399, -0.07601026564823687, -0.37400306664291905, -0.3627071260526315, 2.180617428388951, -1.336718913385636, -0.050279252790811746, -0.3394492704062851]",labeled,manual
,1081,1083,2,far,drive,6,20,0.42005508295211386,False,"[-0.6387403677132646, -1.3277655587822559, -0.27015185928181534, -0.46297267375629264, 0.9675620800404972, -0.11446043177845316, -0.7417078968287454, -0.8063633878952866, -0.026914122424754938, -1.886311938426577, -0.32790610262137254, -0.9338277321386177, 0.24593717180649588, 1.2177233370234164, -0.4603895298974725, 0.19935647503750553, 1.4605945878952247, 0.4481770501027329, -0.3551314857600838, -0.12298394642654942, 3.2148771704122887, 2.252458191480992, 0.20543018334173513, -1.0726654460662635, -0.7823425668864639]",labeled,manual
,1099,1083,16,near,drive,18,20,0.42005508295211386,False,"[-0.6387403677132646, -1.3277655587822559, -0.27015185928181534, -0.46297267375629264, 0.9675620800404972, -0.11446043177845316, -0.7417078968287454, -0.8063633878952866, -0.026914122424754938, -1.886311938426577, -0.32790610262137254, -0.9338277321386177, 0.24593717180649588, 1.2177233370234164, -0.4603895298974725, 0.19935647503750553, 1.4605945878952247, 0.4481770501027329, -0.3551314857600838, -0.12298394642654942, 3.2148771704122887, 2.252458191480992, 0.20543018334173513, -1.0726654460662635, -0.7823425668864639]",labeled,manual
,1112,1129,17,far,drive,6,2,0.18382061787470697,False,"[-0.33578807813196576, -0.65088984829489, 1.6637995483891594, 0.11664044560749215, -0.26448456881948057, 0.00873599127528829, 1.4730246309041037, -0.5167574723488694, 0.7667625817435648, -2.0028749754644264, -0.9100662178633769, -0.5919310789632637, -1.9404157070024795, -0.3858642903874723, 0.8295855172140387, -0.13254590972049007, -0.4081967538863916, -1.0637384250273483, 0.6501509162784904, -0.7858890434343009, -0.6273090421273844, -0.9228070015045429, 0.49519721396827054, -0.2506127884620459, -0.9727965730815322]",labeled,manual
,1136,1140,4,near,rush,21,9,0.8063285239521776,False,"[-1.606996125998787, -0.6853927121788622, 0.7146407606618035, 2.4688892036851136, -1.0448437923044736, 0.09095755890605611, 1.7313153985737815, -0.4705687602288132, 1.7209656509536173, 5.117591957189955, -0.5390482849715312, -0.549396131567939, -0.6238560942514723, -0.7601874796460477, 0.16900595502684387, -0.5440139089403845, -0.48509246769254394, 0.023834984053157093, 0.6190301689506859, -0.9126790901261954, 0.35311840185378635, -1.6193871432873035, 0.0434172784593041, -0.28459053542554685, -0.016560419240513602]",labeled,manual
,1142,1140,2,far,block,2,9,0.8063285239521776,False,"[-1.606996125998787, -0.6853927121788622, 0.7146407606618035, 2.4688892036851136, -1.0448437923044736, 0.09095755890605611, 1.7313153985737815, -0.4705687602288132, 1.7209656509536173, 5.117591957189955, -0.5390482849715312, -0.549396131567939, -0.6238560942514723, -0.7601874796460477, 0.16900595502684387, -0.5440139089403845, -0.48509246769254394, 0.023834984053157093, 0.6190301689506859, -0.9126790901261954, 0.35311840185378635, -1.6193871432873035, 0.0434172784593041, -0.28459053542554685, -0.016560419240513602]",labeled,manual
,1157,1168,11,near,smash,15,14,0.25310943546691084,False,"[1.1178256799551924, 0.6760276808112501, 2.1598134281651604, -1.0173192351881775, -0.5804539912790829, -0.9429865114331468, 0.21828010117998262, -1.4962894757515794, -0.27672520550313934, -2.230319609305941, 0.1724763356806676, -1.000408266119941, -1.2189730075701064, 0.24523725828425014, 2.2132259257299687, -0.5665803466616369, -0.8856535619766016, -1.0142200782408493, -0.5463914063571602, 0.40596614875014736, -0.6303227721765177, -0.9712997907730365, -0.7261918748114173, -0.08345914688051054, -0.24650131050638274]",labeled,manual
,1209,1174,35,near,long_serve,24,7,0.47106419553334616,False,"[1.368127279457756, -0.9722251639992358, -1.8510311601145637, 0.780333188193628, 0.28217840255789217, -0.49046512767078715, -0.8859745022059426, 3.6464388529532545, -0.9179923263413046, -0.8416359623885978, 0.7304418676258961, 2.522272970147149, 0.039228427638214325, -1.0501479832242337, 0.055560673044422, 0.5514834906281733, 0.6452279621093969, -0.4681263759245651, -0.09053621560322345, 0.8287191698711724, -2.1152829705789222, 0.7709775930312848, -0.13106393463349986, -1.3088449170821936, 1.675113306602916]",labeled,manual
,1257,1247,10,far,clear,5,16,0.29329722131701486,False,"[1.6480657388541182, -1.384507511678374, -1.6032521483881843, -0.5828152030531677, 0.8677700764089054, -1.1752057306409105, -1.998241400361155, -1.0876378854042894, -1.2553859678131674, 0.7095700303100716, -0.6141144938109477, 0.8113098699522179, 0.18708673440377066, 1.069279816954294, -1.8636585824029657, 0.2781856964649462, 2.7929639154403905, -0.2893617942442672, 0.34579156219972074, -0.8675712486344962, 1.2370751322195395, 2.2058096891311383, 1.1133372818734582, -1.259644382261637, -0.17701251689485625]",labeled,manual
,1301,1306,5,near,clear,17,21,0.3512820501270324,False,"[-0.8028016756203691, -0.1566599951416613, -1.3140272853358161, -0.8624317973677429, -0.5752953582853848, -0.3319096796155198, -1.4933130499125467, -0.44306747515267186, 0.2737788828986551, 1.8552442589782845, -0.36849299141150316, -1.009801004462226, 0.40211889468590567, 2.203991082518259, -2.9107843987481807, -0.249437144833634, -1.327061242488076, 0.08593724225857091, 0.4049795556069702, -1.2277307649690299, 1.1575777948782309, 2.8854599958327984, -0.4075680936071937, 0.052538223004934104, -0.30839897576860503]",labeled,manual
,1339,1349,10,far,clear,5,23,0.21307439274832815,False,"[-0.12497026425867475, 0.15031095879968392, -0.6850495693667304, -0.6436142057005676, 1.6759408718495792, -0.0546441905141099, -1.2144952770472512, 0.5930980602973098, 0.2609695467131998, -0.5789536437011589, 0.9608626656891743, -0.9939189892339546, 1.6673161121503526, -1.3585276333402005, 0.156937146948078, 0.03745878593342533, -0.33135235967939086, 1.8035315678010209, -0.6159910944102913, 0.6525361100595803, 0.7621974171087607, -1.2506701284977222, -0.7195188964102333, 2.3893877336746425, 1.395785914024791]",labeled,manual
,1367,1349,18,near,cross_court,22,23,0.21307439274832815,False,"[-0.12497026425867475, 0.15031095879968392, -0.6850495693667304, -0.6436142057005676, 1.6759408718495792, -0.0546441905141099, -1.2144952770472512, 0.5930980602973098, 0.2609695467131998, -0.5789536437011589, 0.9608626656891743, -0.9939189892339546, 1.6673161121503526, -1.3585276333402005, 0.156937146948078, 0.03745878593342533, -0.33135235967939086, 1.8035315678010209, -0.6159910944102913, 0.6525361100595803, 0.7621974171087607, -1.2506701284977222, -0.7195188964102333, 2.3893877336746425, 1.395785914024791]",labeled,manual
,1392,1396,4,far,block,2,9,0.3236139656391567,False,"[-1.718195266547493, 1.4186429037421582, -1.1010980365260017, 2.1525933414872376, 0.8898666507153934, -0.9446755878567918, -0.8563956376315103, 0.23061938683921043, 0.5902528735774424, 2.745039085485853, 0.20061069659012956, -0.5952378254461128, -0.02921047485907724, 0.24870366325871074, -1.265664970113537, 0.5454178835572504, 0.2977535360782843, -0.09162469650409388, -0.9972051170467049, -0.18411661587540196, -0.7538899957254068, -0.6802538866134906, -0.07835483200288462, 0.03835160229265383, -0.6256770033030898]",labeled,manual
,1419,1396,23,near,lift,16,9,0.3236139656391567,False,"[-1.718195266547493, 1.4186429037421582, -1.1010980365260017, 2.1525933414872376, 0.8898666507153934, -0.9446755878567918, -0.8563956376315103, 0.23061938683921043, 0.5902528735774424, 2.745039085485853, 0.20061069659012956, -0.5952378254461128, -0.02921047485907724, 0.24870366325871074, -1.265664970113537, 0.5454178835572504, 0.2977535360782843, -0.09162469650409388, -0.9972051170467049, -0.18411661587540196, -0.7538899957254068, -0.6802538866134906, -0.07835483200288462, 0.03835160229265383, -0.6256770033030898]",labeled,manual
,1472,1479,7,far,drop,7,0,0.21372402214698852,True,"[2.0266892244193038, -0.7823058114678026, 0.22623955631419296, 0.892389741557428, 0.3934977060704654, 0.6220981843828932, 0.8511308673619284, -0.18539695341652687, -0.5405236211639974, 1.6699009934448372, -0.39426168867331346, -1.3989640217351753, -0.7441684869631117, -0.9739721743176786, -0.9519633404748651, -0.2497674737749792, 0.24395259556467347, -1.8001087501158493, -0.6536030557750374, -0.21481461726013706, -0.6784625827386515, 0.137923813429234, 0.0579327379968102, 0.5365771124130456, 0.20097096379705354]",labeled,manual
,1481,1479,2,near,block,14,0,0.21372402214698852,True,"[2.0266892244193038, -0.7823058114678026, 0.22623955631419296, 0.892389741557428, 0.3934977060704654, 0.6220981843828932, 0.8511308673619284, -0.18539695341652687, -0.5405236211639974, 1.6699009934448372, -0.39426168867331346, -1.3989640217351753, -0.7441684869631117, -0.9739721743176786, -0.9519633404748651, -0.2497674737749792, 0.24395259556467347, -1.8001087501158493, -0.6536030557750374, -0.21481461726013706, -0.6784625827386515, 0.137923813429234, 0.0579327379968102, 0.5365771124130456, 0.20097096379705354]",labeled,manual
,1510,1498,12,far,lift,4,4,0.3002683533635467,False,"[0.14311163919896686, 1.251359368738496, -0.5458139536364448, -0.475112470966986, 2.6925100094228216, 1.9951919086336867, -0.5042181965113626, 0.7012823979132766, -0.048966470084819635, -0.07329072561033856, 1.9726337485672871, -2.1330829601812202, -0.2695213077171629, -1.6481703249524442, -1.6428243271844598, -0.6350361619768835, -1.4307473367721337, -1.123871643792607, -0.9286451128123909, 0.03638504542525722, 0.4562187910959586, 0.3657213216689801, 0.3373838400151665, -0.6876904895538123, -0.2191697794585617]",labeled,manual
,1548,1541,7,near,smash,15,21,0.5987050088867718,False,"[0.39050453203649127, -0.7764490590721728, -0.4780418632014168, 0.054687228816339195, -0.3672073477358395, -0.12159719392063456, 0.20405342614641328, -0.13199047644203957, -1.1752956834656332, 2.4371653595947396, -0.6023221916792949, -0.8152812462377388, -0.06375559843619516, -0.5989704457829801, -1.6773618809716913, -0.2893180762110449, 0.9177377754181127, -1.150439460526921, -0.22786269456135333, -0.7089358707505851, 0.5980767429754599, 3.8491579061416363, 0.7213374113347466, -1.267520063185099, -0.2899443346648605]",labeled,manual
,1565,1559,6,far,block,2,0,0.20090828678825334,True,"[1.8005787660452803, 0.6022910876839994, -0.12137625193432694, -0.25132158694904166, -0.29805511175103727, -0.6746300689816698, -0.08225571179399352, 0.4714862863295669, -0.21816703947607025, 1.0613294640564095, 0.40660649470109145, -0.32883331590174025, -0.6756923166616743, -1.0670808283398954, -0.8058827869432184, -0.34146373613459835, 0.21760547992880158, -0.47961946273944545, 0.23666906982673108, -0.22344602547470616, -0.5176041900231974, 0.7306881910232281, -0.004175123045212503, -0.4305760791534216, -0.44981063787035064]",labeled,manual
,1593,1579,14,near,net_shot,13,4,0.7064195711016553,False,"[-2.310305781188301, 0.5452175988524793, -0.5162126777155769, 0.5039403557952133, 4.320887685432953, 1.5087808139681593, -0.7772146817446695, 0.8818801800482864, -0.2576038566452597, -1.4131688972926963, 0.24781408838051958, 0.40901368445874864, -0.3406126318081205, 0.04931890687243068, -0.898554956151745, 0.5984217013539576, -0.7365590995818873, -0.49579890514514613, 0.8338439080120414, 1.2542342404287667, -0.8870583354547159, -1.032542073163631, 0.5069424954857762, 0.6910152504211633, -0.3672981995730789]",labeled,manual
